,Movie,Year,Duration,Rating,Voting,Description
4079,Vivaha Bhojanambu,Nil,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">A stingy miser gets the shock of his life when a nation-wide lock-down thwarts his attempts for a cost-effective marriage.</div>"
4080,Dheerga Sumangali,1974,Nil,5.8,6,
4081,Ethirvinaiyatru,Nil,Nil,Nil,Nil,
4082,Nilavey Mugam Kaattu,1999,Nil,4.6,37,"<div class=""ipc-html-content-inner-div"">A blind flower seller falls in love with a man, and does not recognize him when her sight is restored.</div>"
4083,Naanal,1965,2h 6m,5.8,27,"<div class=""ipc-html-content-inner-div"">Four jailbirds break into a rich man's house with an intent to kill and suddenly realize their humane side.</div>"
4084,Madhu Malar,1981,1h 53m,Nil,Nil,
4085,Manithan Maravillai,1962,Nil,7.4,13,
4086,Kalkandu,2014,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Karthik's family forces him to get admission into a medical college. But due to a blunder during the admission process, Karthika gets admission in his place and he later falls in love with her.</div>"
4087,Kadhal Vaaganam,1968,2h 47m,7.6,16,"<div class=""ipc-html-content-inner-div"">An undercover agent masquerades as a mysterious man to bust a group of smugglers and expose their corrupt activities.</div>"
4088,Satrumun Kidaitha Thagaval,2009,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">A sequence of murder takes place in the city and a cop (K S Ravikumar) steps in to investigate them. Meanwhile, Shiva (Kanal Kannan) comes out of a mental asylum. It is concluded that a lunatic is behind all these murders. Shiva manages to enter the house of a film director (Livingston). His wife (Bharathi) is all alone. She suspects him to be the mentally-challenged man on murder trail. Meanwhile, the police zeroes in on a psychiatrist doctor (Kushboo) to be responsible for the murder. In the court, she spills the beans that a young girl who had a disturbed childhood was indeed responsible for the deaths, which then you see scenes of her being molested by child molesters [police officer, her first adoptive father]. Shiva eventually comes to know that it was none other than the film director's wife. What the noble-hearted Shiva does to bring her back to normal life forms the rest.</div>"
4089,Vallamai Thaaraayo,2008,2h 6m,6.1,20,"<div class=""ipc-html-content-inner-div"">The sensitive portrayal of a woman torn between her relationships, feelings and desires.</div>"
4090,Thirumbi Paar,1953,2h 36m,6.7,12,"<div class=""ipc-html-content-inner-div"">The film had Sivaji Ganesan playing a womanizer. T. P. Muthulakshmi played the role of a ""dumb wife"" married to a much older husband.Sivaji Ganesan seduces her in the absence of her husband and continues this act with other women.</div>"
4091,Grihapravesham,1976,Nil,Nil,Nil,
4092,Maanasi,2019,2h 7m,5.1,16,"<div class=""ipc-html-content-inner-div"">The plot revolves around a man and his goat.</div>"
4093,Thadai Udai,Nil,Nil,Nil,Nil,
4094,Sattam Sirikkirathu,1982,Nil,Nil,Nil,
4095,Arangetram,Nil,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">A wedding, a murder, a detective, lots of suspects and one strong revenge, this is what Arangetram is all about.</div>"
4096,Naanum En Jamunavum,2013,Nil,Nil,Nil,
4097,Eesa,2009,2h,Nil,Nil,"<div class=""ipc-html-content-inner-div"">The film begins with the young man Sudaleeswaran aka Eesa (Vignesh) killing a salt pan owner in a remote village in Thoothukudi. Eesa lives in a small hut with his wife Selvi (Lakshana). He then continues to kill a couple of salt pan owners and bumps them off in his hut. Thanga Malai Annachi (Thoothukudi M. Rajendran) is the local bigwig and the owner of a salt pan in which Eesa works. Upset to see his partners and friends killed by a mysterious person, Thanga Malai Annachi starts to kill all his enemies. He then finds out that the killer is none other than Eesa, so he sends the police to catch him. The police discovers multiple corpses in Eesa's hut, including Selvi's. It is revealed that Eesa lives in a world of his own and believes that Selvi, who was killed a few months back, is still alive. He keeps her body in his hut and kills the murderers. A few months back, Eesa, who spent most of the time with his friend Kadukkai (Singampuli), fell in love with Selvi. Selvi accepted his love, and they got married. She later became pregnant. One day, Selvi saw Thanga Malai Annachi and his gang brutally murdering a government official and his wife. Selvi questioned them, resulting in her brutal murder. Eesa, who was working in the salt pan, heard a cry of pain and discovered his wife in blood. Eesa tried to save her, but she died in his arms. The rest of the story is how Eesa killed Thanga Malai Annachi.</div>"
4098,Doubles,2000,Nil,5.1,55,"<div class=""ipc-html-content-inner-div"">Prabhu, a toy shop owner, falls in love with Meena and gets married to her. Meena's friend sets out to prove that Prabhu revels in debauchery and is not the man he pretends to be.</div>"
4099,Variyavan,2020,1h 55m,7.2,7,"<div class=""ipc-html-content-inner-div"">An young introvert youngster, get possessed by the man he accidentally killed, who tries to fulfil all his needs with the introverts body.</div>"
4100,Thaiku Oru Thalattu,1986,2h 24m,7.0,25,"<div class=""ipc-html-content-inner-div"">Thaikku Oru Thalaatu is a 1986 Indian Tamil film, directed by Balachandra Menon and produced by K. R. Gangadharan. The film stars Sivaji Ganesan, Padmini, Pandiyarajan, Sujatha, Ilavarasi and Visu in lead roles. The film had musical score by Ilayaraaja. Watch the full movie, Thaikku Oru Thalaatu, only on Eros Now.</div>"
4101,Yaro Ezhuthia Kavithai,1986,Nil,6.4,7,"<div class=""ipc-html-content-inner-div"">Pavithra gets in a bus accident and is seen floating by a waterfall and is rescued by a doctor, whose hobby is painting landscapes. He takes her home, and she realises she does not know who she is. The doctor tries to cure her and they get to meet frequently. They fall in love and also decide to get married. At this stage, Pavithra gets cured of amnesia and wants to go back to her husband. The doctor is heart broken but knows Pavithra is not to blame. Pavithra returns to her husband, he accepts her and continue their life happily.</div>"
4102,Kizhvanam Sivakkam,1981,2h 18m,6.2,9,"<div class=""ipc-html-content-inner-div"">Keezh Vanam Sivakkum is a 1981 Indian Tamil film, directed by Muktha Srinivasan and produced by S. Ravi. The film stars Shivai Ganesan, Jaishankar, Saritha and Sarath Babu in lead roles. The film had musical score by M. S. Viswanathan.</div>"
4103,Thandikkappatta Nyayangal,1983,Nil,Nil,Nil,
4104,Bommi Veeran,2h 2m,Nil,Nil,Nil,
4105,Paagan,2012,Nil,5.5,13,"<div class=""ipc-html-content-inner-div"">Subramani is a fun-loving young man who has two playful friends. They want to become rich without toiling for it. Subramani decides to woo Mahalaxmi to inherit all her wealth.</div>"
4106,Vidayutham,2016,2h 18m,4.7,17,"<div class=""ipc-html-content-inner-div"">The film takes us through a journey where one faces the consequence when two people meet each other. Devathai, who is the daughter of the ex minister Chitravel comes across her first love Kaushik. Meanwhile her elder sister Nithya develops a relationship with her fathers rival Paddi Alandhans son Prakash. A special investigating officer Nagaraj is set to unravel the clues and through his investigation, he gradually realizes that it is not a man, but demonic forces leading to gruesome murders.</div>"
4107,Irulin Vilimbil,Nil,Nil,Nil,Nil,
4108,Sivantha Malar,1992,1h 33m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">The daughter of a jailer witnesses the murder of her father but refuses to identify the murderers. Determined to avenge his death on her own, she calls off her marriage.</div>"
4109,Untitled Arun Prabhu Film,Nil,Nil,Nil,Nil,
4110,Yen Intha Mayakkam,2017,Nil,8.8,6,
4111,Salem Vishnu,1990,2h 10m,4.6,8,"<div class=""ipc-html-content-inner-div"">Vishnu, a clever student but intolerant to cheating, is detained from college. He then becomes a car mechanic, but his life starts to change when his brother is transferred to the same city.</div>"
4112,Untitled Kavin Film,Nil,Nil,Nil,Nil,
4113,Aayudham,2005,Nil,3.1,20,"<div class=""ipc-html-content-inner-div"">Siva, a medical college student, falls in love with his classmate Mahalakshmi. Trouble begins when he fights against a gangster who also falls in love with Mahalakshmi.</div>"
4114,Thanga Pappa,1993,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Ravi and Gauri move into an abandoned house with his young daughter, Abirami. Problems arise when Abirami gets possessed by a spirit and people are murdered mysteriously.</div>"
4115,Enna Muthalali Sowkiyama,1972,2h 27m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">Koteeswaram, a textile mill owner's goons murder Muthiah, secretary of the mill labour union, for demanding bonus and declaring a strike. Muthiah's daughter Jaya, a medical student falls in love with Koteeswaram's son without knowing his identity. Another worker is arrested for Muthiah's murder and his son Sethu and Jaya vow to find out the murderer of Muthiah.</div>"
4116,Vettaiyan,2019,1h 47m,Nil,Nil,
4117,Mazaiyil Nanaigiren,2h 29m,Nil,Nil,Nil,
4118,Mahesh Saranya Matrum Palar,2008,2h 25m,5.6,6,"<div class=""ipc-html-content-inner-div"">Mahesh (Shakthi) returns to his family from Chennai, where he is studying. He comes to Chennai for the wedding of his sister Keerthana (Saranya), who he dotes on. He starts telling her about a girl Saranya (Sandhya), with whom he accidentally meets and falls in love with. Slowly, at regular intervals, this narration continues as everyone on the large household joins one by one to hear Mahesh's love story. Finally, on the day of Keerthana's marriage, a twist in the story happens as Mahesh is forced to confess the climax of his love story. When he was leaving, Saranya was brutally murdered by a rowdy. Mahesh goes after the rowdy and hacks him to death. Before he went to jail, he wanted to see Keerthana married. After the marriage, Mahesh turns himself to the police.</div>"
4119,Mohana,2018,1h 44m,Nil,Nil,
4120,Naadaga Medai,Nil,Nil,Nil,Nil,
4121,Yogi Babu Untitled Movie,Nil,Nil,Nil,Nil,
4122,Charitra Nayakan,1984,Nil,Nil,Nil,
4123,Santhoshathil Kalavaram,2018,2h 10m,5.8,241,"<div class=""ipc-html-content-inner-div"">The clash between Good and Evil. Although, the film is a thriller, it encompasses friendship, love, affection, comedy and spirituality as well. fight between negative and positive. Directed by debutante Kranthi Prasad.</div>"
4124,Kilakku Veluthachu,1992,2h 17m,Nil,Nil,
4125,Shakalaka Baby,2002,Nil,Nil,Nil,"<div class=""ipc-html-content-inner-div"">A mindless comedy film which starts with the kidnapping of two grooms on their wedding day by the brides and somehow ends with a spoof on Veerappan. Two unattractive grooms are married to two sisters. The guys get henpecked and they don't have a happy marriage. Enter Shakalaka Baby (Roja) who attracts both the grooms (Vivek and Vadivelu) and their father in law (Manivannan). Then she moves into their house, claiming she is pregnant but she does not know who the father is. Then there is a side track with Ramki who is an escaped convict. Another romantic sidetrack with Udhaya (Roja's brother) and Ramki's sister. To change his daughters' behaviour towards their husbands, Manivannan acts like he is dead. What transpires later forms the crux of the story.</div>"
4126,Thulam,2018,2h 20m,Nil,Nil,
4127,Parvathi,1981,Nil,Nil,Nil,
4128,The Invisible Other: Caste in Tamil Cinema,2014,1h 3m,Nil,Nil,"<div class=""ipc-html-content-inner-div"">The Invisible Other is a documentary film that explores the presence of caste in films and film production in Tamil cinema, especially since the 1990s. (All the interviews were shot between September and November 2011.)</div>"
4129,Soappu Seeppu Kannadi,1968,2h 18m,7.2,12,"<div class=""ipc-html-content-inner-div"">Nagesh who is an elder of zamindar.his father decided to fix a marriage for him.nagesh refused that and he escaped from his house to the town.and began his career as a sales rep.after that he fell in love.</div>"
